File,Alpha,Beta,FeatureAlgo
hcvdat0.csv,0.08,0.0,GR
heart_failure_clinical_records_dataset.csv,0.08,0.0,MI
highereducation.csv,0.08,0.0,GR
horse.csv,0.08,0.0,MI
HTRU_2.csv,0.08,0.0,chisquare
Immunotherapy.xlsx,0.08,0.0,GR
Indian Liver Patient Dataset (ILPD).csv,0.08,0.0,fcbf
insurancedata2000.data,0.08,0.0,chisquare
ionosphere-5cn01-n.csv,0.08,0.0,relief
ionosphere.data,0.08,0.0,chisquare
iris.data,0.08,0.0,GR
iris0.csv,0.08,0.0,GR
Iris5cn01nc.csv,0.08,0.0,GR
letter-recognition.data,0.08,0.0,relief
Lymphography Multi-class Imbalanced data set.csv,0.08,0.0,relief
lymphography.data,0.08,0.0,GR
mammographic_masses.data,0.08,0.0,GR
monks-1.csv,0.08,0.0,fcbf
monks-2.csv,0.08,0.0,chisquare
monks-3.csv,0.08,0.0,chisquare
myocardical.data,0.08,0.0,chisquare
new-thyroid1.csv,0.08,0.0,GR
newthyroid.csv,0.08,0.0,GR
newthyroid2.csv,0.08,0.0,GR
nursery.data,0.08,0.0,relief
ObesityDataSet_raw_and_data_sinthetic.csv,0.08,0.0,relief
page-blocks-1-3_vs_4.csv,0.08,0.0,GR
pageblocks_imbalanced.csv,0.08,0.0,GR
pageblocks5cn01-nc.csv,0.08,0.0,GR
parkinsons.data,0.08,0.0,MI
Phishing Websites Data Set.csv,0.08,0.0,chisquare
PhishingData.csv,0.08,0.0,relief
Pima-5cn01-nc.csv,0.08,0.0,fcbf
pima.csv,0.08,0.0,fcbf
pimaimbalanced.csv,0.08,0.0,GR
post-operative.csv,0.08,0.0,GR
primary-tumor.data,0.08,0.0,chisquare
QSAR biodeg.csv,0.08,0.0,relief
Raisin_Dataset.csv,0.08,0.0,GR
seeds_dataset.data,0.08,0.0,relief
seismic-bumps.csv,0.08,0.0,chisquare
SomervilleHappinessSurvey2015.csv,0.08,0.0,MI
sonar5cn19.csv,0.08,0.0,relief
soybean-small.data,0.08,0.0,chisquare
spambase.data,0.08,0.0,GR
SPECT.csv,0.08,0.0,GR
SPECTF.csv,0.08,0.0,GR
starlog shuttle imbalanced.csv,0.08,0.0,chisquare
starlog vehicle sikhouettes.dat,0.08,0.0,fcbf
starlog_australian.dat,0.08,0.0,MI
statlog_heart.csv,0.08,0.0,cfs
student-mat.csv,0.08,0.0,GR
student-por.csv,0.08,0.0,chisquare
tae.data,0.08,0.0,MI
ThoraricSurgery.csv,0.08,0.0,chisquare
"Thyroid Disease (New Thyroid) Multi-class Imbalanced data set
.csv",0.08,0.0,GR
thyroid multiclass imbalance.csv,0.08,0.0,chisquare
thyroid.csv,0.08,0.0,chisquare
thyroid5cn21.csv,0.08,0.0,chisquare
tic-tac-toe.data,0.08,0.0,chisquare
titanic.csv,0.08,0.0,relief
trial.csv,0.08,0.0,GR
TUANDROMD.csv,0.08,0.0,chisquare
Turkish_music.csv,0.08,0.0,fcbf
vehicle0.csv,0.08,0.0,fcbf
vehicle1.csv,0.08,0.0,fcbf
vehicle2.csv,0.08,0.0,fcbf
vehicle3.csv,0.08,0.0,fcbf
Wholesale customers data.csv,0.08,0.0,chisquare
wine imbalance.csv,0.08,0.0,GR
wine.data,0.08,0.0,GR
wine5cn10-nc.csv,0.08,0.0,fcbf
winequality-red.csv,0.08,0.0,relief
winequality-white.csv,0.08,0.0,GR
yeast-0-5-6-7-9_vs_4.csv,0.08,0.0,GR
yeast-1_vs_7.csv,0.08,0.0,fcbf
yeast-2_vs_4.csv,0.08,0.0,fcbf
yeast-2_vs_8.csv,0.08,0.0,GR
yeast.data,0.08,0.0,MI
yeast1.csv,0.08,0.0,GR
yeast3.csv,0.08,0.0,chisquare
yeast4.csv,0.08,0.0,chisquare
yeast5.csv,0.08,0.0,fcbf
yeast5cn21.csv,0.08,0.0,relief
yeast6.csv,0.08,0.0,chisquare
yeastimbalance.csv,0.08,0.0,relief
zoo.data,0.08,0.0,MI
chronic_kidney_disease_full.csv,0.04,0.04,GR
Autism-Adolescent-Data.csv,0.04,0.04,GR
SouthGermanCredit.asc,0.04,0.04,fcbf
Z-Alizadeh sani dataset.xlsx,0.04,0.04,GR
Data_User_Modeling_Dataset_Hamdi Tolga KAHRAMAN.csv,0.04,0.04,relieff
non-verbal tourist data.csv,0.04,0.04,chisquare
1year.csv,0.04,0.04,fcbf
2year.csv,0.04,0.04,fcbf
3year.csv,0.04,0.04,GR
4year.csv,0.04,0.04,fcbf
5year.csv,0.04,0.04,fcbf
abalone.data,0.04,0.04,chisquare
abalone9-18.csv,0.04,0.04,GR
adult.csv,0.04,0.04,MI
agaricus-lepiota.data,0.04,0.04,chisquare
Algerian_forest_fires_dataset_UPDATE.csv,0.04,0.04,GR
appendicitis.csv,0.04,0.04,GR
audit_risk.csv,0.04,0.04,relief
audit_trial.csv,0.04,0.04,GR
Autism-Adult-Data.csv,0.04,0.04,chisquare
Autism-Child-Data.csv,0.04,0.04,GR
Automobile_data.csv,0.04,0.04,fcbf
automobileimbalance.csv,0.04,0.04,MI
balance-scale.data,0.04,0.04,chisquare
balancescaleimbalanced.csv,0.04,0.04,chisquare
bloodtransfusion.data,0.04,0.04,fcbf
bone-marrow.csv,0.04,0.04,GR
Breast Cancer Wisconsin (Diagnostic) data set-5cn10-nc.csv,0.04,0.04,GR
breast-cancer-wisconsin.data,0.04,0.04,chisquare
breastcancercoimbra.csv,0.04,0.04,MI
breastcancerimbalance.csv,0.04,0.04,fcbf
breastcancerwdbc.data,0.04,0.04,chisquare
brestcancerwpbc.data,0.04,0.04,fcbf
bupa.data,0.04,0.04,MI
burstheader.csv,0.04,0.04,GR
caesarian.csv,0.04,0.04,chisquare
car.data,0.04,0.04,chisquare
cargo2000_data_comma.csv,0.04,0.04,chisquare
cervical_behaviour.csv,0.04,0.04,fcbf
cervical_risk_factors_cervical_cancer.csv,0.04,0.04,chisquare
Chemical Composion of Ceramic.csv,0.04,0.04,GR
chesskr-vs-kp.data,0.04,0.04,chisquare
ckd-dataset-v2.csv,0.04,0.04,chisquare
climate_pop_failures.dat,0.04,0.04,GR
column_2C_weka.csv,0.04,0.04,GR
column_3C_weka.csv,0.04,0.04,GR
congress_house-votes-84.data,0.04,0.04,relief
connect-4.data,0.04,0.04,chisquare
connectionist-bench.data,0.04,0.04,relief
contraceptive.data,0.04,0.04,chisquare
contraceptive5cn02.csv,0.04,0.04,relief
contraceptivemulticlass.csv,0.04,0.04,relief
creditapprovallimits.data,0.04,0.04,GR
Cryotherapy.xlsx,0.04,0.04,fcbf
data_banknote_authentication.csv,0.04,0.04,GR
dermatology.data,0.04,0.04,cfs
divorce.csv,0.04,0.04,chisquare
Dry_Bean_Dataset.csv,0.04,0.04,GR
ecoli-0_vs_1.csv,0.04,0.04,GR
ecoli-5cn01-nc.csv,0.04,0.04,relief
ecoli.data,0.04,0.04,MI
ecoli1.csv,0.04,0.04,relief
ecoli2.csv,0.04,0.04,relief
ecoli3.csv,0.04,0.04,relief
ecoli4.csv,0.04,0.04,GR
Electical_stability.csv,0.04,0.04,fcbf
extention of Z-Alizadeh sani dataset.xlsx,0.04,0.04,GR
fertility_Diagnosis.data,0.04,0.04,GR
glass identification imbalance.csv,0.04,0.04,fcbf
glass-0-1-2-3_vs_4-5-6.csv,0.04,0.04,GR
glass-0-1-6_vs_2.csv,0.04,0.04,GR
glass-0-1-6_vs_5.csv,0.04,0.04,chisquare
glass.data,0.04,0.04,GR
glass0.csv,0.04,0.04,MI
glass1.csv,0.04,0.04,relief
glass2.csv,0.04,0.04,chisquare
glass4.csv,0.04,0.04,GR
glass5.csv,0.04,0.04,chisquare
glass5cn10.csv,0.04,0.04,GR
glass6.csv,0.04,0.04,GR
Haberman imbalance.csv,0.04,0.04,GR
haberman.data,0.04,0.04,GR
Hayes-roth imbalance.csv,0.04,0.04,GR
hayes-roth.data,0.04,0.04,GR
hcc-data.data,0.04,0.04,MI
HCV-Egy-Data.csv,0.04,0.04,chisquare
hcvdat0.csv,0.04,0.04,GR
heart_failure_clinical_records_dataset.csv,0.04,0.04,MI
highereducation.csv,0.04,0.04,relief
horse.csv,0.04,0.04,MI
HTRU_2.csv,0.04,0.04,GR
Immunotherapy.xlsx,0.04,0.04,GR
Indian Liver Patient Dataset (ILPD).csv,0.04,0.04,fcbf
insurancedata2000.data,0.04,0.04,chisquare
ionosphere-5cn01-n.csv,0.04,0.04,relief
ionosphere.data,0.04,0.04,MI
iris.data,0.04,0.04,GR
iris0.csv,0.04,0.04,GR
Iris5cn01nc.csv,0.04,0.04,GR
letter-recognition.data,0.04,0.04,relief
Lymphography Multi-class Imbalanced data set.csv,0.04,0.04,cfs
lymphography.data,0.04,0.04,GR
mammographic_masses.data,0.04,0.04,GR
monks-1.csv,0.04,0.04,relieff
monks-2.csv,0.04,0.04,GR
monks-3.csv,0.04,0.04,GR
myocardical.data,0.04,0.04,GR
new-thyroid1.csv,0.04,0.04,GR
newthyroid.csv,0.04,0.04,GR
newthyroid2.csv,0.04,0.04,GR
nursery.data,0.04,0.04,relief
ObesityDataSet_raw_and_data_sinthetic.csv,0.04,0.04,fcbf
page-blocks-1-3_vs_4.csv,0.04,0.04,GR
pageblocks_imbalanced.csv,0.04,0.04,GR
pageblocks5cn01-nc.csv,0.04,0.04,GR
parkinsons.data,0.04,0.04,MI
Phishing Websites Data Set.csv,0.04,0.04,chisquare
PhishingData.csv,0.04,0.04,relief
Pima-5cn01-nc.csv,0.04,0.04,fcbf
pima.csv,0.04,0.04,relief
pimaimbalanced.csv,0.04,0.04,GR
post-operative.csv,0.04,0.04,GR
primary-tumor.data,0.04,0.04,MI
QSAR biodeg.csv,0.04,0.04,relief
Raisin_Dataset.csv,0.04,0.04,GR
seeds_dataset.data,0.04,0.04,MI
seismic-bumps.csv,0.04,0.04,fcbf
SomervilleHappinessSurvey2015.csv,0.04,0.04,MI
sonar5cn19.csv,0.04,0.04,relief
soybean-small.data,0.04,0.04,GR
spambase.data,0.04,0.04,GR
SPECT.csv,0.04,0.04,GR
SPECTF.csv,0.04,0.04,GR
starlog shuttle imbalanced.csv,0.04,0.04,chisquare
starlog vehicle sikhouettes.dat,0.04,0.04,fcbf
starlog_australian.dat,0.04,0.04,MI
statlog_heart.csv,0.04,0.04,cfs
student-mat.csv,0.04,0.04,GR
student-por.csv,0.04,0.04,chisquare
tae.data,0.04,0.04,MI
ThoraricSurgery.csv,0.04,0.04,chisquare
"Thyroid Disease (New Thyroid) Multi-class Imbalanced data set
.csv",0.04,0.04,GR
thyroid multiclass imbalance.csv,0.04,0.04,chisquare
thyroid.csv,0.04,0.04,chisquare
thyroid5cn21.csv,0.04,0.04,chisquare
tic-tac-toe.data,0.04,0.04,relief
titanic.csv,0.04,0.04,relief
trial.csv,0.04,0.04,GR
TUANDROMD.csv,0.04,0.04,chisquare
Turkish_music.csv,0.04,0.04,relieff
vehicle0.csv,0.04,0.04,fcbf
vehicle1.csv,0.04,0.04,fcbf
vehicle2.csv,0.04,0.04,fcbf
vehicle3.csv,0.04,0.04,fcbf
Wholesale customers data.csv,0.04,0.04,chisquare
wine imbalance.csv,0.04,0.04,GR
wine.data,0.04,0.04,GR
wine5cn10-nc.csv,0.04,0.04,fcbf
winequality-red.csv,0.04,0.04,relief
winequality-white.csv,0.04,0.04,relieff
yeast-0-5-6-7-9_vs_4.csv,0.04,0.04,GR
yeast-1_vs_7.csv,0.04,0.04,relief
yeast-2_vs_4.csv,0.04,0.04,fcbf
yeast-2_vs_8.csv,0.04,0.04,GR
yeast.data,0.04,0.04,MI
yeast1.csv,0.04,0.04,GR
yeast3.csv,0.04,0.04,chisquare
yeast4.csv,0.04,0.04,fcbf
yeast5.csv,0.04,0.04,fcbf
yeast5cn21.csv,0.04,0.04,cfs
yeast6.csv,0.04,0.04,relief
yeastimbalance.csv,0.04,0.04,cfs
zoo.data,0.04,0.04,MI
chronic_kidney_disease_full.csv,0.08,0.08,GR
Autism-Adolescent-Data.csv,0.08,0.08,GR
SouthGermanCredit.asc,0.08,0.08,fcbf
Z-Alizadeh sani dataset.xlsx,0.08,0.08,GR
Data_User_Modeling_Dataset_Hamdi Tolga KAHRAMAN.csv,0.08,0.08,GR
non-verbal tourist data.csv,0.08,0.08,chisquare
1year.csv,0.08,0.08,fcbf
2year.csv,0.08,0.08,fcbf
3year.csv,0.08,0.08,GR
4year.csv,0.08,0.08,fcbf
5year.csv,0.08,0.08,fcbf
abalone.data,0.08,0.08,chisquare
abalone9-18.csv,0.08,0.08,GR
adult.csv,0.08,0.08,MI
agaricus-lepiota.data,0.08,0.08,chisquare
Algerian_forest_fires_dataset_UPDATE.csv,0.08,0.08,GR
appendicitis.csv,0.08,0.08,GR
audit_risk.csv,0.08,0.08,GR
audit_trial.csv,0.08,0.08,GR
Autism-Adult-Data.csv,0.08,0.08,chisquare
Autism-Child-Data.csv,0.08,0.08,GR
Automobile_data.csv,0.08,0.08,fcbf
automobileimbalance.csv,0.08,0.08,MI
balance-scale.data,0.08,0.08,chisquare
balancescaleimbalanced.csv,0.08,0.08,chisquare
bloodtransfusion.data,0.08,0.08,fcbf
bone-marrow.csv,0.08,0.08,GR
Breast Cancer Wisconsin (Diagnostic) data set-5cn10-nc.csv,0.08,0.08,GR
breast-cancer-wisconsin.data,0.08,0.08,chisquare
breastcancercoimbra.csv,0.08,0.08,fcbf
breastcancerimbalance.csv,0.08,0.08,fcbf
breastcancerwdbc.data,0.08,0.08,GR
brestcancerwpbc.data,0.08,0.08,fcbf
bupa.data,0.08,0.08,MI
burstheader.csv,0.08,0.08,GR
caesarian.csv,0.08,0.08,chisquare
car.data,0.08,0.08,chisquare
cargo2000_data_comma.csv,0.08,0.08,chisquare
cervical_behaviour.csv,0.08,0.08,fcbf
cervical_risk_factors_cervical_cancer.csv,0.08,0.08,GR
Chemical Composion of Ceramic.csv,0.08,0.08,GR
chesskr-vs-kp.data,0.08,0.08,chisquare
ckd-dataset-v2.csv,0.08,0.08,chisquare
climate_pop_failures.dat,0.08,0.08,GR
column_2C_weka.csv,0.08,0.08,GR
column_3C_weka.csv,0.08,0.08,GR
congress_house-votes-84.data,0.08,0.08,chisquare
connect-4.data,0.08,0.08,chisquare
connectionist-bench.data,0.08,0.08,relief
contraceptive.data,0.08,0.08,chisquare
contraceptive5cn02.csv,0.08,0.08,relief
contraceptivemulticlass.csv,0.08,0.08,relief
creditapprovallimits.data,0.08,0.08,GR
Cryotherapy.xlsx,0.08,0.08,fcbf
data_banknote_authentication.csv,0.08,0.08,GR
dermatology.data,0.08,0.08,relief
divorce.csv,0.08,0.08,chisquare
Dry_Bean_Dataset.csv,0.08,0.08,GR
ecoli-0_vs_1.csv,0.08,0.08,relief
ecoli-5cn01-nc.csv,0.08,0.08,relief
ecoli.data,0.08,0.08,GR
ecoli1.csv,0.08,0.08,relief
ecoli2.csv,0.08,0.08,relief
ecoli3.csv,0.08,0.08,relief
ecoli4.csv,0.08,0.08,GR
Electical_stability.csv,0.08,0.08,fcbf
extention of Z-Alizadeh sani dataset.xlsx,0.08,0.08,GR
fertility_Diagnosis.data,0.08,0.08,GR
glass identification imbalance.csv,0.08,0.08,fcbf
glass-0-1-2-3_vs_4-5-6.csv,0.08,0.08,GR
glass-0-1-6_vs_2.csv,0.08,0.08,GR
glass-0-1-6_vs_5.csv,0.08,0.08,GR
glass.data,0.08,0.08,GR
glass0.csv,0.08,0.08,MI
glass1.csv,0.08,0.08,relief
glass2.csv,0.08,0.08,GR
glass4.csv,0.08,0.08,GR
glass5.csv,0.08,0.08,chisquare
glass5cn10.csv,0.08,0.08,GR
glass6.csv,0.08,0.08,GR
Haberman imbalance.csv,0.08,0.08,GR
haberman.data,0.08,0.08,GR
Hayes-roth imbalance.csv,0.08,0.08,GR
hayes-roth.data,0.08,0.08,GR
hcc-data.data,0.08,0.08,MI
HCV-Egy-Data.csv,0.08,0.08,chisquare
hcvdat0.csv,0.08,0.08,GR
heart_failure_clinical_records_dataset.csv,0.08,0.08,MI
highereducation.csv,0.08,0.08,relief
horse.csv,0.08,0.08,MI
HTRU_2.csv,0.08,0.08,GR
Immunotherapy.xlsx,0.08,0.08,GR
Indian Liver Patient Dataset (ILPD).csv,0.08,0.08,fcbf
insurancedata2000.data,0.08,0.08,chisquare
ionosphere-5cn01-n.csv,0.08,0.08,relief
ionosphere.data,0.08,0.08,relief
iris.data,0.08,0.08,GR
iris0.csv,0.08,0.08,GR
Iris5cn01nc.csv,0.08,0.08,GR
letter-recognition.data,0.08,0.08,relief
Lymphography Multi-class Imbalanced data set.csv,0.08,0.08,cfs
lymphography.data,0.08,0.08,GR
mammographic_masses.data,0.08,0.08,GR
monks-1.csv,0.08,0.08,fcbf
monks-2.csv,0.08,0.08,GR
monks-3.csv,0.08,0.08,GR
myocardical.data,0.08,0.08,GR
new-thyroid1.csv,0.08,0.08,GR
newthyroid.csv,0.08,0.08,GR
newthyroid2.csv,0.08,0.08,GR
nursery.data,0.08,0.08,relief
ObesityDataSet_raw_and_data_sinthetic.csv,0.08,0.08,fcbf
page-blocks-1-3_vs_4.csv,0.08,0.08,GR
pageblocks_imbalanced.csv,0.08,0.08,GR
pageblocks5cn01-nc.csv,0.08,0.08,GR
parkinsons.data,0.08,0.08,GR
Phishing Websites Data Set.csv,0.08,0.08,chisquare
PhishingData.csv,0.08,0.08,relief
Pima-5cn01-nc.csv,0.08,0.08,fcbf
pima.csv,0.08,0.08,relief
pimaimbalanced.csv,0.08,0.08,GR
post-operative.csv,0.08,0.08,GR
primary-tumor.data,0.08,0.08,relief
QSAR biodeg.csv,0.08,0.08,relief
Raisin_Dataset.csv,0.08,0.08,GR
seeds_dataset.data,0.08,0.08,GR
seismic-bumps.csv,0.08,0.08,fcbf
SomervilleHappinessSurvey2015.csv,0.08,0.08,MI
sonar5cn19.csv,0.08,0.08,relief
soybean-small.data,0.08,0.08,GR
spambase.data,0.08,0.08,GR
SPECT.csv,0.08,0.08,chisquare
SPECTF.csv,0.08,0.08,GR
starlog shuttle imbalanced.csv,0.08,0.08,chisquare
starlog vehicle sikhouettes.dat,0.08,0.08,fcbf
starlog_australian.dat,0.08,0.08,MI
statlog_heart.csv,0.08,0.08,cfs
student-mat.csv,0.08,0.08,GR
student-por.csv,0.08,0.08,chisquare
tae.data,0.08,0.08,MI
ThoraricSurgery.csv,0.08,0.08,chisquare
"Thyroid Disease (New Thyroid) Multi-class Imbalanced data set
.csv",0.08,0.08,GR
thyroid multiclass imbalance.csv,0.08,0.08,chisquare
thyroid.csv,0.08,0.08,chisquare
thyroid5cn21.csv,0.08,0.08,chisquare
tic-tac-toe.data,0.08,0.08,chisquare
titanic.csv,0.08,0.08,relief
trial.csv,0.08,0.08,GR
TUANDROMD.csv,0.08,0.08,chisquare
Turkish_music.csv,0.08,0.08,relieff
vehicle0.csv,0.08,0.08,fcbf
vehicle1.csv,0.08,0.08,fcbf
vehicle2.csv,0.08,0.08,fcbf
vehicle3.csv,0.08,0.08,fcbf
Wholesale customers data.csv,0.08,0.08,chisquare
wine imbalance.csv,0.08,0.08,GR
wine.data,0.08,0.08,GR
wine5cn10-nc.csv,0.08,0.08,fcbf
winequality-red.csv,0.08,0.08,relief
winequality-white.csv,0.08,0.08,GR
yeast-0-5-6-7-9_vs_4.csv,0.08,0.08,GR
yeast-1_vs_7.csv,0.08,0.08,fcbf
yeast-2_vs_4.csv,0.08,0.08,fcbf
yeast-2_vs_8.csv,0.08,0.08,GR
yeast.data,0.08,0.08,MI
yeast1.csv,0.08,0.08,GR
yeast3.csv,0.08,0.08,chisquare
yeast4.csv,0.08,0.08,fcbf
yeast5.csv,0.08,0.08,fcbf
yeast5cn21.csv,0.08,0.08,relief
yeast6.csv,0.08,0.08,relief
yeastimbalance.csv,0.08,0.08,relief
zoo.data,0.08,0.08,MI
chronic_kidney_disease_full.csv,0.04,0.02,GR
Autism-Adolescent-Data.csv,0.04,0.02,GR
SouthGermanCredit.asc,0.04,0.02,chisquare
Z-Alizadeh sani dataset.xlsx,0.04,0.02,GR
Data_User_Modeling_Dataset_Hamdi Tolga KAHRAMAN.csv,0.04,0.02,relieff
non-verbal tourist data.csv,0.04,0.02,chisquare
1year.csv,0.04,0.02,fcbf
2year.csv,0.04,0.02,fcbf
3year.csv,0.04,0.02,GR
4year.csv,0.04,0.02,fcbf
5year.csv,0.04,0.02,fcbf
abalone.data,0.04,0.02,chisquare
abalone9-18.csv,0.04,0.02,GR
adult.csv,0.04,0.02,MI
agaricus-lepiota.data,0.04,0.02,chisquare
Algerian_forest_fires_dataset_UPDATE.csv,0.04,0.02,GR
appendicitis.csv,0.04,0.02,GR
audit_risk.csv,0.04,0.02,relief
audit_trial.csv,0.04,0.02,GR
Autism-Adult-Data.csv,0.04,0.02,chisquare
Autism-Child-Data.csv,0.04,0.02,GR
Automobile_data.csv,0.04,0.02,fcbf
automobileimbalance.csv,0.04,0.02,MI
balance-scale.data,0.04,0.02,chisquare
balancescaleimbalanced.csv,0.04,0.02,chisquare
bloodtransfusion.data,0.04,0.02,fcbf
bone-marrow.csv,0.04,0.02,GR
Breast Cancer Wisconsin (Diagnostic) data set-5cn10-nc.csv,0.04,0.02,GR
breast-cancer-wisconsin.data,0.04,0.02,chisquare
breastcancercoimbra.csv,0.04,0.02,MI
breastcancerimbalance.csv,0.04,0.02,fcbf
breastcancerwdbc.data,0.04,0.02,chisquare
brestcancerwpbc.data,0.04,0.02,fcbf
bupa.data,0.04,0.02,MI
burstheader.csv,0.04,0.02,GR
caesarian.csv,0.04,0.02,chisquare
car.data,0.04,0.02,chisquare
cargo2000_data_comma.csv,0.04,0.02,chisquare
cervical_behaviour.csv,0.04,0.02,fcbf
cervical_risk_factors_cervical_cancer.csv,0.04,0.02,chisquare
Chemical Composion of Ceramic.csv,0.04,0.02,GR
chesskr-vs-kp.data,0.04,0.02,chisquare
ckd-dataset-v2.csv,0.04,0.02,chisquare
climate_pop_failures.dat,0.04,0.02,GR
column_2C_weka.csv,0.04,0.02,GR
column_3C_weka.csv,0.04,0.02,GR
congress_house-votes-84.data,0.04,0.02,relief
connect-4.data,0.04,0.02,chisquare
connectionist-bench.data,0.04,0.02,chisquare
contraceptive.data,0.04,0.02,chisquare
contraceptive5cn02.csv,0.04,0.02,relief
contraceptivemulticlass.csv,0.04,0.02,relief
creditapprovallimits.data,0.04,0.02,GR
Cryotherapy.xlsx,0.04,0.02,fcbf
data_banknote_authentication.csv,0.04,0.02,GR
dermatology.data,0.04,0.02,cfs
divorce.csv,0.04,0.02,chisquare
Dry_Bean_Dataset.csv,0.04,0.02,GR
ecoli-0_vs_1.csv,0.04,0.02,GR
ecoli-5cn01-nc.csv,0.04,0.02,relief
ecoli.data,0.04,0.02,MI
ecoli1.csv,0.04,0.02,GR
ecoli2.csv,0.04,0.02,relief
ecoli3.csv,0.04,0.02,relief
ecoli4.csv,0.04,0.02,relief
Electical_stability.csv,0.04,0.02,fcbf
extention of Z-Alizadeh sani dataset.xlsx,0.04,0.02,GR
fertility_Diagnosis.data,0.04,0.02,GR
glass identification imbalance.csv,0.04,0.02,fcbf
glass-0-1-2-3_vs_4-5-6.csv,0.04,0.02,GR
glass-0-1-6_vs_2.csv,0.04,0.02,GR
glass-0-1-6_vs_5.csv,0.04,0.02,chisquare
glass.data,0.04,0.02,GR
glass0.csv,0.04,0.02,MI
glass1.csv,0.04,0.02,relief
glass2.csv,0.04,0.02,chisquare
glass4.csv,0.04,0.02,GR
glass5.csv,0.04,0.02,chisquare
glass5cn10.csv,0.04,0.02,GR
glass6.csv,0.04,0.02,GR
Haberman imbalance.csv,0.04,0.02,GR
haberman.data,0.04,0.02,GR
Hayes-roth imbalance.csv,0.04,0.02,GR
hayes-roth.data,0.04,0.02,GR
hcc-data.data,0.04,0.02,MI
HCV-Egy-Data.csv,0.04,0.02,chisquare
hcvdat0.csv,0.04,0.02,GR
heart_failure_clinical_records_dataset.csv,0.04,0.02,MI
highereducation.csv,0.04,0.02,relief
horse.csv,0.04,0.02,MI
HTRU_2.csv,0.04,0.02,chisquare
Immunotherapy.xlsx,0.04,0.02,GR
Indian Liver Patient Dataset (ILPD).csv,0.04,0.02,fcbf
insurancedata2000.data,0.04,0.02,chisquare
ionosphere-5cn01-n.csv,0.04,0.02,relief
ionosphere.data,0.04,0.02,MI
iris.data,0.04,0.02,GR
iris0.csv,0.04,0.02,GR
Iris5cn01nc.csv,0.04,0.02,GR
letter-recognition.data,0.04,0.02,relief
Lymphography Multi-class Imbalanced data set.csv,0.04,0.02,cfs
lymphography.data,0.04,0.02,GR
mammographic_masses.data,0.04,0.02,GR
monks-1.csv,0.04,0.02,relieff
monks-2.csv,0.04,0.02,GR
monks-3.csv,0.04,0.02,GR
myocardical.data,0.04,0.02,GR
new-thyroid1.csv,0.04,0.02,GR
newthyroid.csv,0.04,0.02,GR
newthyroid2.csv,0.04,0.02,GR
nursery.data,0.04,0.02,relief
ObesityDataSet_raw_and_data_sinthetic.csv,0.04,0.02,relief
page-blocks-1-3_vs_4.csv,0.04,0.02,GR
pageblocks_imbalanced.csv,0.04,0.02,GR
pageblocks5cn01-nc.csv,0.04,0.02,GR
parkinsons.data,0.04,0.02,MI
Phishing Websites Data Set.csv,0.04,0.02,chisquare
PhishingData.csv,0.04,0.02,relief
Pima-5cn01-nc.csv,0.04,0.02,fcbf
pima.csv,0.04,0.02,relief
pimaimbalanced.csv,0.04,0.02,GR
post-operative.csv,0.04,0.02,GR
primary-tumor.data,0.04,0.02,MI
QSAR biodeg.csv,0.04,0.02,relief
Raisin_Dataset.csv,0.04,0.02,GR
seeds_dataset.data,0.04,0.02,relief
seismic-bumps.csv,0.04,0.02,chisquare
SomervilleHappinessSurvey2015.csv,0.04,0.02,MI
sonar5cn19.csv,0.04,0.02,relief
soybean-small.data,0.04,0.02,chisquare
spambase.data,0.04,0.02,GR
SPECT.csv,0.04,0.02,GR
SPECTF.csv,0.04,0.02,GR
starlog shuttle imbalanced.csv,0.04,0.02,chisquare
starlog vehicle sikhouettes.dat,0.04,0.02,fcbf
starlog_australian.dat,0.04,0.02,MI
statlog_heart.csv,0.04,0.02,cfs
student-mat.csv,0.04,0.02,GR
student-por.csv,0.04,0.02,chisquare
tae.data,0.04,0.02,MI
ThoraricSurgery.csv,0.04,0.02,chisquare
"Thyroid Disease (New Thyroid) Multi-class Imbalanced data set
.csv",0.04,0.02,GR
thyroid multiclass imbalance.csv,0.04,0.02,chisquare
thyroid.csv,0.04,0.02,chisquare
thyroid5cn21.csv,0.04,0.02,chisquare
tic-tac-toe.data,0.04,0.02,relief
titanic.csv,0.04,0.02,relief
trial.csv,0.04,0.02,GR
TUANDROMD.csv,0.04,0.02,chisquare
Turkish_music.csv,0.04,0.02,relieff
vehicle0.csv,0.04,0.02,fcbf
vehicle1.csv,0.04,0.02,fcbf
vehicle2.csv,0.04,0.02,fcbf
vehicle3.csv,0.04,0.02,fcbf
Wholesale customers data.csv,0.04,0.02,chisquare
wine imbalance.csv,0.04,0.02,GR
wine.data,0.04,0.02,GR
wine5cn10-nc.csv,0.04,0.02,fcbf
winequality-red.csv,0.04,0.02,relief
winequality-white.csv,0.04,0.02,GR
yeast-0-5-6-7-9_vs_4.csv,0.04,0.02,GR
yeast-1_vs_7.csv,0.04,0.02,relief
yeast-2_vs_4.csv,0.04,0.02,fcbf
yeast-2_vs_8.csv,0.04,0.02,GR
yeast.data,0.04,0.02,MI
yeast1.csv,0.04,0.02,GR
yeast3.csv,0.04,0.02,chisquare
yeast4.csv,0.04,0.02,fcbf
yeast5.csv,0.04,0.02,fcbf
yeast5cn21.csv,0.04,0.02,cfs
yeast6.csv,0.04,0.02,relief
yeastimbalance.csv,0.04,0.02,cfs
